0,\N,\N
1,0,0.000341079
2,1,0.000746048
3,2,0.00127234
4,3,0.00102299
5,4,0.00101435
6,5,0.00111386
7,6,0.000735469
8,7,0.000732044
9,8,0.00110674
10,9,0.00173982
11,a,0.00523477
12,aa,0.000000670359
13,aaah,0.000000353462
14,abaissa,0.00000176731
15,abaissai,0.00000007313
16,abaissaient,0.000000316897
17,abaissait,0.0000015723
18,abaissant,0.00000291301
19,abaisse,0.00000656952
20,abaissement,0.00000939721
21,abaissements,0.000000670359
22,abaissent,0.00000164543
23,abaisser,0.00000542381
24,abaissera,0.000000121883
25,abaisserai,0.000000121883
26,abaisseraient,0.000000158448
27,abaisserait,0.000000231578
28,abaisses,0.00000007313
29,abaisseurs,0.000000036565
30,abaissez,0.000000121883
31,abaissons,0.000000036565
32,abaissât,0.000000036565
33,abaissèrent,0.000000280332
34,abaissé,0.00000259612
35,abaissée,0.000000938502
36,abaissées,0.000000158448
37,abaissés,0.000000706924
38,abalones,0.00000007313
39,abandon,0.0000252786
40,abandonna,0.00000719112
41,abandonnai,0.00000145041
42,abandonnaient,0.00000134072
43,abandonnais,0.00000121883
44,abandonnait,0.00000672796
45,abandonnant,0.00000865372
46,abandonnas,0.00000007313
47,abandonnassent,0.000000036565
48,abandonne,0.0000155645
49,abandonnement,0.000000036565
50,abandonnent,0.00000318116
51,abandonner,0.0000268875
52,abandonnera,0.000000828807
53,abandonnerai,0.000000475345
54,abandonneraient,0.000000158448
55,abandonnerais,0.000000195013
56,abandonnerait,0.000000792242
57,abandonneras,0.000000121883
58,abandonnerez,0.000000036565
59,abandonneriez,0.000000121883
60,abandonnerions,0.000000036565
61,abandonnerons,0.000000195013
62,abandonneront,0.000000231578
63,abandonnes,0.000000231578
64,abandonnez,0.000000706924
65,abandonniez,0.000000158448
66,abandonnions,0.000000316897
67,abandonnique,0.000000036565
68,abandonnons,0.000000865372
69,abandonnâmes,0.000000121883
70,abandonnât,0.000000316897
71,abandonnèrent,0.00000164543
72,abandonné,0.0000283501
73,abandonnée,0.0000160033
74,abandonnées,0.00000621605
75,abandonnés,0.00000959222
76,abandons,0.00000204764
77,abaque,0.00000007313
78,abaques,0.000000195013
79,abarticulaires,0.000000121883
80,abasourdi,0.00000263268
81,abasourdie,0.00000058504
82,abasourdir,0.00000007313
83,abasourdis,0.000000158448
84,abasourdissants,0.000000036565
85,abat,0.000010421
86,abatage,0.000000987256
87,abatages,0.000000195013
88,abatis,0.000000548475
89,abats,0.00000109695
90,abattage,0.00000173074
91,abattages,0.000000231578
92,abattaient,0.00000149917
